121,period,NN,JJ,classical,O,0.679,O,0
122,",",",",NN,period,O,0,O,0
123,which,WDT,",",",",O,0.972,O,0
124,scholars,NNS,WDT,which,O,0.805,O,0
125,demarcate,VBP,NNS,scholars,O,0.291,O,0
126,as,IN,VBP,demarcate,O,0.12,O,0
127,from,IN,IN,as,O,0.403,O,0
128,1860,CD,IN,from,O,0.011,O,0
129,to,TO,CD,1860,O,0.911,O,0
130,1939,CD,TO,to,O,0.019,O,0
131,",",",",CD,1939,O,0,O,0
132,is,VBZ,",",",",O,0.502,O,0
133,associated,VBN,VBZ,is,O,0.123,O,0
134,with,IN,VBN,associated,O,0.98,O,0
135,the,DT,IN,with,O,0.895,O,0
136,working-class,JJ,DT,the,O,0,O,0
137,movements,NNS,JJ,working-class,O,0.606,O,0
138,of,IN,NNS,movements,O,0.639,O,0
139,the,DT,IN,of,O,0.895,O,0
140,nineteenth,JJ,DT,the,O,0.624,O,0
141,century,NN,JJ,nineteenth,O,0.204,O,0
142,and,CC,NN,century,O,0.104,O,0
143,the,DT,CC,and,O,0.895,O,0
144,Spanish,NNP,DT,the,I-MISC,0.849,O,1
145,Civil,NNP,NNP,Spanish,I-MISC,0.218,I-MISC,1
146,War-era,NNP,NNP,Civil,I-MISC,0,I-MISC,1
147,struggles,VBZ,NNP,War-era,O,0.869,I-MISC,0
148,against,IN,VBZ,struggles,O,0.077,O,0
149,fascism,NN,IN,against,O,0.37,O,0
150,.,.,NN,fascism,"O
Due",0,O,0
151,to,TO,.,.,O,0.911,"O
Due",0
152,its,PRP$,TO,to,O,0.504,O,0
153,links,NNS,PRP$,its,O,0.543,O,0
154,to,TO,NNS,links,O,0.911,O,0
155,active,JJ,TO,to,O,0.066,O,0
156,workers,NNS,JJ,active,O,0.987,O,0
157,',POS,NNS,workers,O,0,O,0
158,movements,NNS,POS,',O,0.606,O,0
159,",",",",NNS,movements,O,0,O,0
160,the,DT,",",",",I-MISC,0.895,O,0
161,International,NNP,DT,the,I-MISC,0.494,I-MISC,1
162,became,VBD,NNP,International,O,0.145,I-MISC,0
163,a,DT,VBD,became,O,0,O,0
164,significant,JJ,DT,a,O,0.829,O,0
165,organization,NN,JJ,significant,O,0.653,O,0
166,.,.,NN,organization,"O
Karl",0,O,0
167,Marx,NNP,.,.,I-PER,0.565,"O
Karl",1
168,became,VBD,NNP,Marx,O,0.145,I-PER,0
169,a,DT,VBD,became,O,0,O,0
170,leading,JJ,DT,a,O,0.53,O,0
171,figure,NN,JJ,leading,O,0.379,O,0
172,in,IN,NN,figure,O,0.472,O,0
173,the,DT,IN,in,I-MISC,0.895,O,0
174,International,NNP,DT,the,I-MISC,0.494,I-MISC,1
175,and,CC,NNP,International,O,0.104,I-MISC,0
176,a,DT,CC,and,O,0,O,0
177,member,NN,DT,a,O,0.574,O,0
178,of,IN,NN,member,O,0.639,O,0
179,its,PRP$,IN,of,O,0.504,O,0
180,General,NNP,PRP$,its,I-ORG,0.409,O,1
181,Council,NNP,NNP,General,I-ORG,0.261,I-ORG,1
182,.,.,NNP,Council,"O
Proudhon",0,I-ORG,0
183,'s,POS,.,.,O,0,"O
Proudhon",0
184,followers,NNS,POS,'s,O,0.387,O,0
185,",",",",NNS,followers,O,0,O,0
186,the,DT,",",",",O,0.895,O,0
187,mutualists,NNS,DT,the,O,0.608,O,0
188,",",",",NNS,mutualists,O,0,O,0
189,opposed,VBD,",",",",O,0.649,O,0
190,Marx,NNP,VBD,opposed,I-PER,0.565,O,1
191,'s,POS,NNP,Marx,O,0,I-PER,0
192,state,NN,POS,'s,O,0.857,O,0
193,socialism,NN,NN,state,O,0.838,O,0
194,",",",",NN,socialism,O,0,O,0
195,advocating,VBG,",",",",O,0.074,O,0
196,political,JJ,VBG,advocating,O,0.696,O,0
197,abstentionism,NN,JJ,political,O,0.057,O,0
198,and,CC,NN,abstentionism,O,0.104,O,0
199,small,JJ,CC,and,O,0.835,O,0
200,property,NN,JJ,small,O,0.725,O,0
201,holdings,NNS,NN,property,O,0.456,O,0
202,.,.,NNS,holdings,"O
They",0,O,0
203,allied,VBD,.,.,O,0.089,"O
They",0
204,themselves,PRP,VBD,allied,O,0.897,O,0
205,with,IN,PRP,themselves,O,0.98,O,0
206,the,DT,IN,with,O,0.895,O,0
207,federalist,JJ,DT,the,O,0.373,O,0
208,socialist,JJ,JJ,federalist,O,0.838,O,0
209,sections,NNS,JJ,socialist,O,0.812,O,0
210,of,IN,NNS,sections,O,0.639,O,0
211,the,DT,IN,of,I-MISC,0.895,O,0
212,International,NNP,DT,the,I-MISC,0.494,I-MISC,1
213,",",",",NNP,International,O,0,I-MISC,0
214,who,WP,",",",",O,0.974,O,0
215,advocated,VBD,WP,who,O,0.072,O,0
216,the,DT,VBD,advocated,O,0.895,O,0
217,revolutionary,JJ,DT,the,O,0.785,O,0
218,overthrow,NN,JJ,revolutionary,O,0.661,O,0
219,of,IN,NN,overthrow,O,0.639,O,0
220,the,DT,IN,of,O,0.895,O,0
221,state,NN,DT,the,O,0.857,O,0
222,and,CC,NN,state,O,0.104,O,0
223,the,DT,CC,and,O,0.895,O,0
224,collectivization,NN,DT,the,O,0.226,O,0
225,of,IN,NN,collectivization,O,0.639,O,0
226,property,NN,IN,of,O,0.725,O,0
227,.,.,NN,property,"O
Subsequently",0,O,0
228,",",",",.,.,O,0,"O
Subsequently",0
229,the,DT,",",",",I-MISC,0.895,O,0
230,International,NNP,DT,the,I-MISC,0.494,I-MISC,1
231,became,VBD,NNP,International,O,0.145,I-MISC,0
232,polarised,VBN,VBD,became,O,0.695,O,0
233,into,IN,VBN,polarised,O,0.497,O,0
234,two,CD,IN,into,O,0.929,O,0
235,camps,NNS,CD,two,O,0.189,O,0
236,",",",",NNS,camps,O,0,O,0
237,with,IN,",",",",O,0.98,O,0
238,Marx,NNP,IN,with,I-PER,0.565,O,1
239,and,CC,NNP,Marx,O,0.104,I-PER,0
240,Bakunin,NNP,CC,and,I-PER,0.134,O,1
241,as,IN,NNP,Bakunin,O,0.12,I-PER,0
242,their,PRP$,IN,as,O,0.896,O,0
243,respective,JJ,PRP$,their,O,0.775,O,0
244,figureheads,NNS,JJ,respective,O,0.38,O,0
245,.,.,NNS,figureheads,"O
In",0,O,0
246,response,NN,.,.,O,0.777,"O
In",0
247,",",",",NN,response,O,0,O,0
248,unions,NNS,",",",",O,0.933,O,0
249,across,IN,NNS,unions,O,0.063,O,0
250,America,NNP,IN,across,I-LOC,0.095,O,1
251,prepared,VBD,NNP,America,O,0.711,I-LOC,0
252,a,DT,VBD,prepared,O,0,O,0
253,general,JJ,DT,a,O,0.409,O,0
254,strike,NN,JJ,general,O,0.864,O,0
255,in,IN,NN,strike,O,0.472,O,0
256,support,NN,IN,in,O,0.877,O,0
257,of,IN,NN,support,O,0.639,O,0
258,the,DT,IN,of,O,0.895,O,0
259,event,NN,DT,the,O,0.352,O,0
260,.,.,NN,event,"O
The",0,O,0
261,incident,NN,.,.,O,0.473,"O
The",0
262,became,VBD,NN,incident,O,0.145,O,0
263,known,VBN,VBD,became,O,0.517,O,0
264,as,IN,VBN,known,O,0.12,O,0
265,the,DT,IN,as,O,0.895,O,0
266,Haymarket,NNP,DT,the,I-PER,0.438,O,1
267,affair,NN,NNP,Haymarket,I-PER,0.075,I-PER,0
268,",",",",NN,affair,O,0,I-PER,0
269,and,CC,",",",",O,0.104,O,0
270,was,VBD,CC,and,O,0.96,O,0
271,a,DT,VBD,was,O,0,O,0
272,setback,NN,DT,a,O,0.818,O,0
273,for,IN,NN,setback,O,0.389,O,0
274,the,DT,IN,for,O,0.895,O,0
275,labour,NN,DT,the,O,0.521,O,0
276,movement,NN,NN,labour,O,0.605,O,0
277,and,CC,NN,movement,O,0.104,O,0
278,the,DT,CC,and,O,0.895,O,0
279,struggle,NN,DT,the,O,0.869,O,0
280,for,IN,NN,struggle,O,0.389,O,0
281,the,DT,IN,for,O,0.895,O,0
282,eight,CD,DT,the,O,0.332,O,0
283,hour,NN,CD,eight,O,0.46,O,0
284,day,NN,NN,hour,O,0.279,O,0
285,.,.,NN,day,"O
The",0,O,0
286,event,NN,.,.,O,0.352,"O
The",0
287,also,RB,NN,event,O,0.092,O,0
288,had,VBD,RB,also,O,0.431,O,0
289,the,DT,VBD,had,O,0.895,O,0
290,secondary,JJ,DT,the,O,0.811,O,0
291,purpose,NN,JJ,secondary,O,0.737,O,0
292,of,IN,NN,purpose,O,0.639,O,0
293,memorializing,VBG,IN,of,O,0.576,O,0
294,workers,NNS,VBG,memorializing,O,0.987,O,0
295,killed,VBN,NNS,workers,O,0.515,O,0
296,as,IN,VBN,killed,O,0.12,O,0
297,a,DT,IN,as,O,0,O,0
298,result,NN,DT,a,O,0.778,O,0
299,of,IN,NN,result,O,0.639,O,0
300,the,DT,IN,of,O,0.895,O,0
301,Haymarket,NNP,DT,the,I-PER,0.438,O,1
302,affair,NN,NNP,Haymarket,I-PER,0.075,I-PER,0
303,.,.,NN,affair,"O
Malatesta",0,I-PER,0
304,warned,VBD,.,.,O,0.958,"O
Malatesta",0
305,that,IN,VBD,warned,O,0.894,O,0
306,the,DT,IN,that,O,0.895,O,0
307,syndicalists,NNS,DT,the,O,0.881,O,0
308,aims,NNS,NNS,syndicalists,O,0.08,O,0
309,were,VBD,NNS,aims,O,0.967,O,0
310,in,IN,VBD,were,O,0.472,O,0
311,perpetuating,VBG,IN,in,O,0.68,O,0
312,syndicalism,NN,VBG,perpetuating,O,0.879,O,0
313,itself,PRP,NN,syndicalism,O,0.505,O,0
314,",",",",PRP,itself,O,0,O,0
315,whereas,IN,",",",",O,0.97,O,0
316,anarchists,NNS,IN,whereas,O,0.102,O,0
317,must,MD,NNS,anarchists,O,0.607,O,0
318,always,RB,MD,must,O,0.094,O,0
319,have,VB,RB,always,O,0.437,O,0
320,anarchy,NN,VB,have,O,0.103,O,0
321,as,IN,NN,anarchy,O,0.12,O,0
322,their,PRP$,IN,as,O,0.896,O,0
323,end,NN,PRP$,their,O,0.341,O,0
324,and,CC,NN,end,O,0.104,O,0
325,consequently,RB,CC,and,O,0.244,O,0
326,refrain,VB,RB,consequently,O,0.757,O,0
327,from,IN,VB,refrain,O,0.403,O,0
328,committing,VBG,IN,from,O,0.23,O,0
329,to,TO,VBG,committing,O,0.911,O,0
330,any,DT,TO,to,O,0.11,O,0
331,particular,JJ,DT,any,O,0.669,O,0
332,method,NN,JJ,particular,O,0.579,O,0
333,of,IN,NN,method,O,0.639,O,0
334,achieving,VBG,IN,of,O,0.061,O,0
335,it,PRP,VBG,achieving,O,0.503,O,0
336,.,.,PRP,it,"O
The",0,O,0
337,most,RBS,.,.,O,0.599,"O
The",0
338,successful,JJ,RBS,most,O,0.872,O,0
339,was,VBD,JJ,successful,O,0.96,O,0
340,the,DT,VBD,was,O,0.895,O,0
341,Confederación,NNP,DT,the,I-ORG,0.24,O,1
342,Nacional,NNP,NNP,Confederación,I-ORG,0.61,I-ORG,1
343,del,NNP,NNP,Nacional,I-ORG,0.29,I-ORG,0
344,Trabajo,NNP,NNP,del,I-ORG,0.915,I-ORG,1
345,(,LRB,NNP,Trabajo,O,0,I-ORG,0
346,National,NNP,LRB,(,I-ORG,0.614,O,1
347,Confederation,NNP,NNP,National,I-ORG,0.241,I-ORG,1
348,of,IN,NNP,Confederation,I-ORG,0.639,I-ORG,0
349,Labour,NNP,IN,of,I-ORG,0.521,I-ORG,1
350,:,IN,NNP,Labour,O,0,I-ORG,0
351,CNT,NNP,IN,:,I-ORG,0.223,O,3
352,),RRB,NNP,CNT,O,0,I-ORG,0
353,",",",",RRB,),O,0,O,0
354,founded,VBN,",",",",O,0.396,O,0
355,in,IN,VBN,founded,O,0.472,O,0
356,1910,CD,IN,in,O,0.013,O,0
357,.,.,CD,1910,"O
CGT",0,O,0
358,membership,NN,.,.,O,0.575,"O
CGT",0
359,was,VBD,NN,membership,O,0.96,O,0
360,estimated,VBN,VBD,was,O,0.35,O,0
361,to,TO,VBN,estimated,O,0.911,O,0
362,be,VB,TO,to,O,0.143,O,0
363,around,IN,VB,be,O,0.119,O,0
364,"100,000",CD,IN,around,O,0,O,0
365,for,IN,CD,"100,000",O,0.389,O,0
366,the,DT,IN,for,O,0.895,O,0
367,year,NN,DT,the,O,0.995,O,0
368,2003,CD,NN,year,O,0.027,O,0
369,.,.,CD,2003,"O
Other",0,O,0
370,active,JJ,.,.,O,0.066,"O
Other",0
371,syndicalist,NN,JJ,active,O,0.88,O,0
372,movements,NNS,NN,syndicalist,O,0.606,O,0
373,include,VBP,NNS,movements,O,0.473,O,0
374,the,DT,VBP,include,O,0.895,O,0
375,US,NNP,DT,the,I-LOC,0.938,O,3
376,Workers,NNPS,NNP,US,I-ORG,0.987,I-LOC,1
377,Solidarity,NNP,NNPS,Workers,I-ORG,0.841,I-ORG,1
378,Alliance,NNP,NNP,Solidarity,I-ORG,0.088,I-ORG,1
379,and,CC,NNP,Alliance,O,0.104,I-ORG,0
380,the,DT,CC,and,O,0.895,O,0
381,UK,NNP,DT,the,I-LOC,0.931,O,3
382,Solidarity,NNP,NNP,UK,I-ORG,0.841,I-LOC,1
383,Federation,NNP,NNP,Solidarity,I-ORG,0.373,I-ORG,1
384,.,.,NNP,Federation,"O
Some",0,I-ORG,0
385,anarchists,NNS,.,.,O,0.102,"O
Some",0
386,",",",",NNS,anarchists,O,0,O,0
387,such,JJ,",",",",O,0.872,O,0
388,as,IN,JJ,such,O,0.12,O,0
389,Johann,NNP,IN,as,I-PER,0.508,O,1
390,Most,NNP,NNP,Johann,I-PER,0.599,I-PER,1
391,",",",",NNP,Most,O,0,I-PER,0
392,advocated,VBD,",",",",O,0.072,O,0
393,publicizing,VBG,VBD,advocated,O,0.735,O,0
394,violent,JJ,VBG,publicizing,O,0.949,O,0
395,acts,NNS,JJ,violent,O,0.068,O,0
396,of,IN,NNS,acts,O,0.639,O,0
397,retaliation,NN,IN,of,O,0.78,O,0
398,against,IN,NN,retaliation,O,0.077,O,0
399,counter-revolutionaries,NNS,IN,against,O,0,O,0
400,because,IN,NNS,counter-revolutionaries,O,0.146,O,0
401,"""",LQU,IN,because,O,0,O,0
402,we,PRP,LQU,"""",O,0.961,O,0
403,preach,VBP,PRP,we,O,0.709,O,0
404,not,RB,VBP,preach,O,0.629,O,0
405,only,RB,RB,not,O,0.645,O,0
406,action,NN,RB,only,O,0.065,O,0
407,in,IN,NN,action,O,0.472,O,0
408,and,CC,IN,in,O,0.104,O,0
409,for,IN,CC,and,O,0.389,O,0
410,itself,PRP,IN,for,O,0.505,O,0
411,",",",",PRP,itself,O,0,O,0
412,but,CC,",",",",O,0.185,O,0
413,also,RB,CC,but,O,0.092,O,0
414,action,NN,RB,also,O,0.065,O,0
415,as,IN,NN,action,O,0.12,O,0
416,propaganda,NN,IN,as,O,0.724,O,0
417,.,.,NN,propaganda,O,0,O,0
418,"""",RQU,.,.,"O
The",0,O,0
419,anarcho-syndicalist,NN,RQU,"""",O,0,"O
The",0
420,",",",",NN,anarcho-syndicalist,O,0,O,0
421,Fernand,NNP,",",",",I-PER,0.376,O,1
422,Pelloutier,NNP,NNP,Fernand,I-PER,0.676,I-PER,1
423,",",",",NNP,Pelloutier,O,0,I-PER,0
424,argued,VBD,",",",",O,0.117,O,0
425,in,IN,VBD,argued,O,0.472,O,0
426,1895,CD,IN,in,O,0.012,O,0
427,for,IN,CD,1895,O,0.389,O,0
428,renewed,VBN,IN,for,O,0.767,O,0
429,anarchist,NN,VBN,renewed,O,0.101,O,0
430,involvement,NN,NN,anarchist,O,0.499,O,0
431,in,IN,NN,involvement,O,0.472,O,0
432,the,DT,IN,in,O,0.895,O,0
433,labor,NN,DT,the,O,0.52,O,0
434,movement,NN,NN,labor,O,0.605,O,0
435,on,IN,NN,movement,O,0.644,O,0
436,the,DT,IN,on,O,0.895,O,0
437,basis,NN,DT,the,O,0.14,O,0
438,that,IN,NN,basis,O,0.894,O,0
439,anarchism,NN,IN,that,O,0.101,O,0
440,could,MD,NN,anarchism,O,0.26,O,0
441,do,VB,MD,could,O,0.311,O,0
442,very,RB,VB,do,O,0.945,O,0
443,well,RB,RB,very,O,0.966,O,0
444,without,IN,RB,well,O,0.982,O,0
445,"""",LQU,IN,without,O,0,O,0
446,the,DT,LQU,"""",O,0.895,O,0
447,individual,JJ,DT,the,O,0.478,O,0
448,dynamiter,NN,JJ,individual,O,0.318,O,0
449,.,.,NN,dynamiter,O,0,O,0
450,"""",RQU,.,.,"O
For",0,O,0
451,example,NN,RQU,"""",O,0.355,"O
For",0
452,",",",",NN,example,O,0,O,0
453,U.S.,NNP,",",",",I-LOC,0,O,2
454,President,NNP,NNP,U.S.,O,0.714,I-LOC,1
455,McKinley,NNP,NNP,President,I-PER,0.569,O,2
456,'s,POS,NNP,McKinley,O,0,I-PER,0
457,assassin,NN,POS,'s,O,0.121,O,0
458,Leon,NNP,NN,assassin,I-PER,0.536,O,1
459,Czolgosz,NNP,NNP,Leon,I-PER,0.276,I-PER,1
460,claimed,VBD,NNP,Czolgosz,O,0.218,I-PER,0
461,to,TO,VBD,claimed,O,0.911,O,0
462,have,VB,TO,to,O,0.437,O,0
463,been,VBN,VB,have,O,0.148,O,0
464,influenced,VBN,VBN,been,O,0.485,O,0
465,by,IN,VBN,influenced,O,0.185,O,0
466,anarchist,NN,IN,by,O,0.101,O,0
467,and,CC,NN,anarchist,O,0.104,O,0
468,feminist,JJ,CC,and,O,0.375,O,0
469,Emma,NNP,JJ,feminist,I-PER,0.339,O,1
470,Goldman,NNP,NNP,Emma,I-PER,0.417,I-PER,1
471,.,.,NNP,Goldman,"O
This",0,I-PER,0
472,was,VBD,.,.,O,0.96,"O
This",0
473,in,IN,VBD,was,O,0.472,O,0
474,spite,NN,IN,in,O,0.852,O,0
475,of,IN,NN,spite,O,0.639,O,0
476,Goldman,NNP,IN,of,I-PER,0.417,O,1
477,'s,POS,NNP,Goldman,O,0,I-PER,0
478,disavowal,NN,POS,'s,O,0.305,O,0
479,of,IN,NN,disavowal,O,0.639,O,0
480,any,DT,IN,of,O,0.11,O,0
481,association,NN,DT,any,O,0.124,O,0
482,with,IN,NN,association,O,0.98,O,0
483,him,PRP,IN,with,O,0.452,O,0
484,",",",",PRP,him,O,0,O,0
485,his,PRP$,",",",",O,0.453,O,0
486,registered,JJ,PRP$,his,O,0.762,O,0
487,membership,NN,JJ,registered,O,0.575,O,0
488,in,IN,NN,membership,O,0.472,O,0
489,the,DT,IN,in,O,0.895,O,0
490,Republican,NNP,DT,the,I-ORG,0.771,O,1
491,Party,NNP,NNP,Republican,I-ORG,0.671,I-ORG,1
492,",",",",NNP,Party,O,0,I-ORG,0
493,and,CC,",",",",O,0.104,O,0
494,never,RB,CC,and,O,0.62,O,0
495,having,VBG,RB,never,O,0.437,O,0
496,belonged,VBN,VBG,having,O,0.154,O,0
497,to,TO,VBN,belonged,O,0.911,O,0
498,an,DT,TO,to,O,0.1,O,0
499,anarchist,NN,DT,an,O,0.101,O,0
500,organization,NN,NN,anarchist,O,0.653,O,0
501,.,.,NN,organization,"O
Propaganda",0,O,0
502,of,IN,.,.,O,0.639,"O
Propaganda",0
503,the,DT,IN,of,O,0.895,O,0
504,deed,NN,DT,the,O,0.287,O,0
505,was,VBD,NN,deed,O,0.96,O,0
506,abandoned,VBN,VBD,was,O,0.055,O,0
507,by,IN,VBN,abandoned,O,0.185,O,0
508,the,DT,IN,by,O,0.895,O,0
509,vast,JJ,DT,the,O,0.942,O,0
510,majority,NN,JJ,vast,O,0.557,O,0
511,of,IN,NN,majority,O,0.639,O,0
512,the,DT,IN,of,O,0.895,O,0
513,anarchist,NN,DT,the,O,0.101,O,0
514,movement,NN,NN,anarchist,O,0.605,O,0
515,after,IN,NN,movement,O,0.076,O,0
516,World,NNP,IN,after,I-MISC,0.989,O,1
517,War,NNP,NNP,World,I-MISC,0.957,I-MISC,1
518,I,NNP,NNP,War,I-MISC,0,I-MISC,3
519,(,LRB,NNP,I,O,0,I-MISC,0
520,1914,CD,LRB,(,O,0.014,O,0
521,--,:,CD,1914,O,0,O,0
522,18,CD,:,--,O,0.007,O,0
523,),RRB,CD,18,O,0,O,0
524,and,CC,RRB,),O,0.104,O,0
525,the,DT,CC,and,O,0.895,O,0
526,1917,CD,DT,the,I-MISC,0.015,O,0
527,October,NNP,CD,1917,I-MISC,0.638,I-MISC,1
528,Revolution,NN,NNP,October,I-MISC,0.784,I-MISC,1
529,.,.,NN,Revolution,"O
Important",0,I-MISC,0
530,factors,NNS,.,.,O,0.366,"O
Important",0
531,towards,IN,NNS,factors,O,0.914,O,0
532,this,DT,IN,towards,O,0.903,O,0
533,include,VBP,DT,this,O,0.473,O,0
534,state,NN,VBP,include,O,0.857,O,0
535,repression,NN,NN,state,O,0.77,O,0
536,",",",",NN,repression,O,0,O,0
537,the,DT,",",",",O,0.895,O,0
538,level,NN,DT,the,O,0.537,O,0
539,of,IN,NN,level,O,0.639,O,0
540,organization,NN,IN,of,O,0.653,O,0
541,of,IN,NN,organization,O,0.639,O,0
542,the,DT,IN,of,O,0.895,O,0
543,labour,NN,DT,the,O,0.521,O,0
544,movement,NN,NN,labour,O,0.605,O,0
545,",",",",NN,movement,O,0,O,0
546,and,CC,",",",",O,0.104,O,0
547,the,DT,CC,and,O,0.895,O,0
548,influence,NN,DT,the,O,0.484,O,0
549,of,IN,NN,influence,O,0.639,O,0
550,the,DT,IN,of,O,0.895,O,0
551,October,NNP,DT,the,I-MISC,0.638,O,1
552,Revolution,NNP,NNP,October,I-MISC,0.784,I-MISC,1
553,[,NNP,NNP,Revolution,O,0,I-MISC,0
554,citation,NN,NNP,[,O,0.216,O,0
555,needed,VBD,NN,citation,O,0.618,O,0
